ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),combined_text
A42,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,4A,Ceramic,5 X 20mm,e4,62.4J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500A,4A,,250V,150V,indicator red slow blow movement 4a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 4a 250vac 150vdc 1500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A43,"Indicator Red Slow Blow Movement 4A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 4A, 250VAC, 150VDC, 1500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,4A,Ceramic,5 X 20mm,e4,62.4J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500A,4A,,250V,150V,indicator red slow blow movement 4a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 4a 250vac 150vdc 1500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A44,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,5A,Ceramic,5 X 20mm,e4,97.5J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500A,5A,,250V,150V,indicator red slow blow movement 5a 250v holder plastic melf 5 x 20mm ceramic bag ccc vde culus electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A45,"Indicators PN Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount",,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,,TIME LAG,,20mm,5.2mm,,,5 X 20mm,e4,97.5J,Low,,,,,SURFACE MOUNT,,125Cel,-55Cel,5.2mm  x  20mm,10ms,,,1500A,5A,,250V,150V,indicators pn electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount time lag 5 x 20mm
A46,"Indicator Red Slow Blow Movement 5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 5A, 250VAC, 150VDC, 1500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,5A,Ceramic,5 X 20mm,e4,97.5J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500A,5A,,250V,150V,indicator red slow blow movement 5a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 5a 250vac 150vdc 1500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A47,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,6.3A,Ceramic,5 X 20mm,e4,171J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500A,6.3A,,250V,150V,indicator red slow blow movement 6 3a 250v holder plastic melf 5 x 20mm ceramic bag ccc vde culus electric indicator time lag blow 6 3a 250vac 150vdc 1500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A48,"Indicators PN Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,,TIME LAG,,20mm,5.2mm,,,5 X 20mm,e4,171J,Low,,,,,SURFACE MOUNT,,125Cel,-55Cel,5.2mm  x  20mm,10ms,,,1500A,6.3A,,250V,150V,indicators pn electric indicator time lag blow 6 3a 250vac 150vdc 1500a ir surface mount time lag 5 x 20mm
A49,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 6.3A, 250VAC, 150VDC, 1500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,6.3A,Ceramic,5 X 20mm,e4,171J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1500A,6.3A,,250V,150V,indicator red slow blow movement 6 3a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 6 3a 250vac 150vdc 1500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A50,"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,8A,Ceramic,5 X 20mm,e4,268J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1000A,8A,,250V,150V,indicator red slow blow movement 8a 250v holder plastic melf 5 x 20mm ceramic bag ccc vde culus electric indicator time lag blow 8a 250vac 150vdc 1000a ir surface mount motor circuit time lag ceramic 5 x 20mm
A51,"Indicators PN Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount",,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,,TIME LAG,,20mm,5.2mm,,,5 X 20mm,e4,268J,Low,,,,,SURFACE MOUNT,,125Cel,-55Cel,5.2mm  x  20mm,10ms,,,1000A,8A,,250V,150V,indicators pn electric indicator time lag blow 8a 250vac 150vdc 1000a ir surface mount time lag 5 x 20mm
A52,"Indicator Red Slow Blow Movement 8A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 8A, 250VAC, 150VDC, 1000A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,8A,Ceramic,5 X 20mm,e4,268J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1000A,8A,,250V,150V,indicator red slow blow movement 8a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 8a 250vac 150vdc 1000a ir surface mount motor circuit time lag ceramic 5 x 20mm
A53,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,10A,Ceramic,5 X 20mm,e4,400J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1000A,10A,,250V,150V,indicator red slow blow movement 10a 250v holder plastic melf 5 x 20mm ceramic bag ccc vde culus electric indicator time lag blow 10a 250vac 150vdc 1000a ir surface mount motor circuit time lag ceramic 5 x 20mm
A54,"Indicators PN Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount",,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,,TIME LAG,,20mm,5.2mm,,,5 X 20mm,e4,400J,Low,,,,,SURFACE MOUNT,,125Cel,-55Cel,5.2mm  x  20mm,10ms,,,1000A,10A,,250V,150V,indicators pn electric indicator time lag blow 10a 250vac 150vdc 1000a ir surface mount time lag 5 x 20mm
A55,"Indicator Red Slow Blow Movement 10A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 10A, 250VAC, 150VDC, 1000A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 150 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,10A,Ceramic,5 X 20mm,e2,400J,Low,250V,150V,4W,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,1000A,10A,,250V,150V,indicator red slow blow movement 10a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 10a 250vac 150vdc 1000a ir surface mount motor circuit time lag ceramic 5 x 20mm
A56,"Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,12.5A,Ceramic,5 X 20mm,e4,563J,Low,250V,125V,,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,20ms,5.2mm,20mm,500A,12.5A,,250V,125V,indicator red slow blow movement 12 5a 250v holder plastic melf 5 x 20mm ceramic bag ccc vde culus electric indicator time lag blow 12 5a 250vac 125vdc 500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A57,"Indicator Red Slow Blow Movement 12.5A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 12.5A, 250VAC, 125VDC, 500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,12.5A,Ceramic,5 X 20mm,e4,563J,Low,250V,125V,,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,20ms,5.2mm,20mm,500A,12.5A,,250V,125V,indicator red slow blow movement 12 5a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 12 5a 250vac 125vdc 500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A58,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic Bag CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,16A,Ceramic,5 X 20mm,e4,1272J,Low,250V,125V,,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,20ms,5.2mm,20mm,500A,16A,,250V,125V,indicator red slow blow movement 16a 250v holder plastic melf 5 x 20mm ceramic bag ccc vde culus electric indicator time lag blow 16a 250vac 125vdc 500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A59,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,16A,Ceramic,5 X 20mm,e4,1272J,Low,250V,125V,,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,20ms,5.2mm,20mm,500A,16A,,250V,125V,indicator red slow blow movement 16a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 16a 250vac 125vdc 500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A60,"Indicator Red Slow Blow Movement 16A 250V Holder Plastic Melf 5 X 20mm Ceramic T/R CCC/VDE/cULus Electric Indicator, Time Lag Blow, 16A, 250VAC, 125VDC, 500A (IR), Surface Mount",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1500 A,Motor Circuit,TIME LAG,,20mm,5.2mm,16A,Ceramic,5 X 20mm,e2,1272J,Low,250V,125V,,Holder,SURFACE MOUNT,2.0,125Cel,-55Cel,5.2mm  x  20mm,20ms,5.2mm,20mm,500A,16A,,250V,125V,indicator red slow blow movement 16a 250v holder plastic melf 5 x 20mm ceramic t r ccc vde culus electric indicator time lag blow 16a 250vac 125vdc 500a ir surface mount motor circuit time lag ceramic 5 x 20mm
A63,"Indicator Holder 20A 500VAC Solder Lug Panel Mount Box Indicator ACCESSORY, Indicator HOLDER",,,,,,,,20@(CSA/UL)|10@VDEA,,5mm X 20mm|6.3mm X 32mm,,,Low,,,,Panel Mount,,,,,,,,49mm,,,,,,indicator holder 20a 500vac solder lug panel mount box indicator accessory indicator holder 5mm x 20mm 6 3mm x 32mm
A64,Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-,,,,,,,,16@(CSA/UL)|10@VDEA,,6.3mm X 32mm,,,Low,,,,Through Hole,,,,,,,,,,,,,,indicator holder 16a 250vac solder lug through hole box rotary switch 6 3mm x 32mm
A65,Indicator Holder 16A 250VAC Solder Lug Through Hole Box ROTARY SWITCH-,,,,,,,,16@(CSA/UL)|10@VDEA,,6.3mm X 32mm,,,Low,,,,Through Hole,,,,,,,,,,,,,,indicator holder 16a 250vac solder lug through hole box rotary switch 6 3mm x 32mm
A66,Indicator Holder 20A 250VAC Solder Lug Panel Mount Box Indicator ACCESSORY,,,,,,,,20@UL|10@VDEA,,5mm X 20mm|6.3mm X 32mm,,,Low,,,,Panel Mount,,,,,,,16.2mm,45mm,,,,,,indicator holder 20a 250vac solder lug panel mount box indicator accessory 5mm x 20mm 6 3mm x 32mm
A67,Indicator Holder 20A 250VAC Quick Connect Panel Mount Box Indicator ACCESSORY,,,,,,,,20@UL|10@VDEA,,5mm X 20mm|6.3mm X 32mm,,,Low,,,,Panel Mount,,,,,,,16.2mm,46.5mm,,,,,,indicator holder 20a 250vac quick connect panel mount box indicator accessory 5mm x 20mm 6 3mm x 32mm
A68,Indicator Holder 30A 500VAC Through Hole Pin Box Indicator ACCESSORY,,,,,,,,30@(CSA/UL)|16@VDEA,,6.3mm X 32mm,,,Low,,,,Through Hole,,,,,,,14.9mm,,,,,,,indicator holder 30a 500vac through hole pin box indicator accessory 6 3mm x 32mm
A69,"Indicator Holder 6.3A 250VAC Solder Through Hole Box Indicator ACCESSORY, Indicator CLIP",,,,,,,,6.3A,,5mm X 20mm,,,Low,,,,Through Hole,,,,,,,9.5mm,31mm,,,,,,indicator holder 6 3a 250vac solder through hole box indicator accessory indicator clip 5mm x 20mm
A70,"Indicator Holder 12A 250VAC Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER",,,,,,,,12@UL|10@VDEA,,5mm X 20mm,,,Low,,,,Through Hole,,,,,,,,31.5mm,,,,,,indicator holder 12a 250vac pin through hole box indicator accessory indicator holder 5mm x 20mm
A71,"Indicator Holder 16A 250VAC Through Hole Pin Box Indicator ACCESSORY, Indicator HOLDER",,,,,,,,16@(CSA/UL)|10@VDEA,,5mm X 20mm|6.3mm X 32mm,,,Low,,,,Through Hole,,,,,,,,45mm,,,,,,indicator holder 16a 250vac through hole pin box indicator accessory indicator holder 5mm x 20mm 6 3mm x 32mm
A72,Indicator Holder 10A 250VAC Panel Mount Quick Connect Box Indicators/Accessories,,,,,,,,10@(CSA/UL)|10@VDEA,,5mm X 20mm,,,Low,,,,Panel Mount,,,,,,,16.2mm,35.1mm,,,,,,indicator holder 10a 250vac panel mount quick connect box indicators accessories 5mm x 20mm
A73,"Indicator Holder 6.3A 250V Pin Through Hole Box Indicator ACCESSORY, Indicator HOLDER",,,,,,,,6.3@(CSA/UL)A,,,,,Low,,,,Through Hole,,,,,,,9.5mm,,,,,,,indicator holder 6 3a 250v pin through hole box indicator accessory indicator holder 
A74,Indicator Holder Surface Mount Tapend Reel Indicators/Accessories,,,,,,,,,,,,,Low,,,,Surface Mount,,,,,,,,12mm,,,,,,indicator holder surface mount tapend reel indicators accessories 
A75,Indicator Holder Surface Mount Tapend Reel Indicators/Accessories,,,,,,,,,,,,,Low,,,,Surface Mount,,,,,,,,12mm,,,,,,indicator holder surface mount tapend reel indicators accessories 
A76,"Indicator Holder 10A 250V Snap-In Through Hole Box Indicator ACCESSORY, Indicator HOLDER",,,,,,,,10A,,5mm X 20mm,,,Low,,,,Through Hole,,,,,,,,22.5mm,,,,,,indicator holder 10a 250v snap in through hole box indicator accessory indicator holder 5mm x 20mm
A77,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,,,,,,,,10@(CSA/UL)|10@VDEA,,5mm X 20mm,,,Low,,,,Holder,,,,,,,,25mm,,,,,,indicator holder 10a 500vdc clip holder box indicator accessory 5mm x 20mm
A78,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,,,,,,,,10@(CSA/UL)|10@VDEA,,5mm X 20mm,,,Low,,,,Holder,,,,,,,,25mm,,,,,,indicator holder 10a 500vdc clip holder box indicator accessory 5mm x 20mm
A79,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,,,,,,,,10@(CSA/UL)|10@VDEA,,5mm X 20mm,,,Low,,,,Holder,,,,,,,,25mm,,,,,,indicator holder 10a 500vdc clip holder box indicator accessory 5mm x 20mm
A80,Indicator Holder 10A 500VDC Clip Holder Box Indicator ACCESSORY,,,,,,,,10@(CSA/UL)|10@VDEA,,5mm X 20mm,,,Low,,,,Holder,,,,,,,,25mm,,,,,,indicator holder 10a 500vdc clip holder box indicator accessory 5mm x 20mm
A81,"Indicator Red Very Fast Movement 8A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Super Fast Blow, 8A, 250VAC, 1500A (IR), Inline/holder, 5x20mm",Very Fast,,Motor Circuit,SUPER FAST,,20mm,5.2mm,8A,Ceramic,5x20mm,e2,8.32J,Low,250V,,2.8(Typ)W,Holder,INLINE/HOLDER,2.0,85Cel,-40Cel,5.2mm  x  20mm,2ms,5.2mm,20mm,1500A,8A,250V,250V,,indicator red very fast movement 8a 250v holder plastic 5 x 20mm ceramic box electric indicator super fast blow 8a 250vac 1500a ir inline holder 5x20mm motor circuit super fast ceramic 5x20mm
A82,"Indicator Red Very Fast Movement 6.3A 250V Holder Plastic 6.3 X 32mm Glass Box Electric Indicator, Super Fast Blow, 6.3A, 250VAC, 1500A (IR), Inline/holder",Very Fast,,Semiconductor Protection|Test Equipment,SUPER FAST,,31.8mm,6.35mm,6.3A,Glass,6.3 X 32mm,,2400J,Low,250V,,2.4(Typ)W,Holder,INLINE/HOLDER,2.0,85Cel,-40Cel,6.35mm  x  31.8mm,2ms,6.35mm,31.8mm,1500A,6.3A,,250V,,indicator red very fast movement 6 3a 250v holder plastic 6 3 x 32mm glass box electric indicator super fast blow 6 3a 250vac 1500a ir inline holder semiconductor protection test equipment super fast glass 6 3 x 32mm
A84,Indicator 0.002A 250V Fast Movement 2-Pin Box Indicator,Fast,,Primary Protection In Equipment,,,,,0.002A,Glass,5 X 20mm,,,Low,250V,,1.6W,,,,,,,,,,,,,,,indicator 0 002a 250v fast movement 2 pin box indicator primary protection in equipment glass 5 x 20mm
A89,"Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass Box Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole",Fast,,Motor Circuit,VERY FAST,,22.5mm,5.4mm,1A,Glass,5 X 20mm,e3,1.13J,Low,250V,,,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,5.4mm  x  22.5mm,20ms,5.8mm,21.2(Max)mm,35A,1A,250V,250V,,indicator red fast movement 1a 250v axial 5 x 20mm glass box electric indicator very fast blow 1a 250vac 35a ir through hole motor circuit very fast glass 5 x 20mm
A90,"Indicator Red Fast Movement 1A 250V Axial 5 X 20mm Glass T/R Electric Indicator, Very Fast Blow, 1A, 250VAC, 35A (IR), Through Hole",Fast,,Motor Circuit,VERY FAST,,22.5mm,5.4mm,1A,Glass,5 X 20mm,e3,1.13J,Low,250V,,,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,5.4mm  x  22.5mm,20ms,5.8mm,21.2(Max)mm,35A,1A,250V,250V,,indicator red fast movement 1a 250v axial 5 x 20mm glass t r electric indicator very fast blow 1a 250vac 35a ir through hole motor circuit very fast glass 5 x 20mm
A91,"Red Indicator, 5 X 20 mm, Quick-Movement F, L, 250 VAC Electric Indicator, Fast Blow, 1.6A, 250VAC, 35A (IR), Inline/holder, 5x20mm",,,,FAST,,20mm,5.2mm,,,5x20mm,,2.94J,Low,,,,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,35A,1.6A,250V,250V,,red indicator 5 x 20 mm quick movement f l 250 vac electric indicator fast blow 1 6a 250vac 35a ir inline holder 5x20mm fast 5x20mm
A92,"Indicator Red Fast Movement 3.15A 250V Holder Plastic 5 X 20mm Glass CCC/PSE/VDE/cULus Electric Indicator, Fast Blow, 3.15A, 250VAC, 35A (IR), Inline/holder, 5x20mm",Fast,,Primary Protection In Equipment,FAST,,20mm,5.2mm,3.15A,Glass,5x20mm,e2,16.1J,Low,250V,,2.5W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,35A,3.15A,250V,250V,,indicator red fast movement 3 15a 250v holder plastic 5 x 20mm glass ccc pse vde culus electric indicator fast blow 3 15a 250vac 35a ir inline holder 5x20mm primary protection in equipment fast glass 5x20mm
A93,"Indicator Red Fast Movement 8A 250V Holder Plastic 5 X 20mm Glass PSE/VDE/cULus Electric Indicator, Fast Blow, 8A, 250VAC, 80A (IR), Inline/holder, 5x20mm",Fast,,Primary Protection In Equipment,FAST,,20mm,5.2mm,8A,Glass,5x20mm,,93.4J,Low,250V,,4W,Holder,INLINE/HOLDER,2.0,125Cel,-55Cel,5.2mm  x  20mm,10ms,5.2mm,20mm,80A,8A,250V,250V,,indicator red fast movement 8a 250v holder plastic 5 x 20mm glass pse vde culus electric indicator fast blow 8a 250vac 80a ir inline holder 5x20mm primary protection in equipment fast glass 5x20mm
A97,"Indicator Red Slow Blow Movement 1.6A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 1.6A, 250VAC, 125VDC, 1000A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,Motor Circuit,MEDIUM TIME LAG,,20mm,5.2mm,1.6A,Ceramic,5 X 20mm,,3.33J,Low,250V,,0.6(Typ)W,Holder,INLINE/HOLDER,2.0,85Cel,-40Cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000A,1.6A,,250V,125V,indicator red slow blow movement 1 6a 250v holder plastic 5 x 20mm ceramic box electric indicator medium time lag blow 1 6a 250vac 125vdc 1000a ir inline holder motor circuit medium time lag ceramic 5 x 20mm
A98,"Indicator Red Medium Time Delay Movement 2.5A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 2.5A, 250VAC, 125VDC, 1000A (IR), Inline/holder",Medium Time Delay,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,Motor Circuit,MEDIUM TIME LAG,,20mm,5.2mm,2.5A,Ceramic,5 X 20mm,,10.9J,Low,250V,125V,0.8(Typ)W,Holder,INLINE/HOLDER,2.0,85Cel,-40Cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000A,2.5A,,250V,125V,indicator red medium time delay movement 2 5a 250v holder plastic 5 x 20mm ceramic box electric indicator medium time lag blow 2 5a 250vac 125vdc 1000a ir inline holder motor circuit medium time lag ceramic 5 x 20mm
A99,"Non Resettable Indicators Electric Indicator, Medium Time Lag Blow, 4A, 250VAC, 125VDC, 1000A (IR), Inline/holder",,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,,MEDIUM TIME LAG,,20mm,5.2mm,,,,,35.2J,Low,,,,Holder,INLINE/HOLDER,2.0,85Cel,-40Cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000A,4A,,250V,125V,non resettable indicators electric indicator medium time lag blow 4a 250vac 125vdc 1000a ir inline holder medium time lag 
A100,"Indicator Red Slow Blow Movement 6.3A 250V Holder Plastic 5 X 20mm Ceramic Box Electric Indicator, Medium Time Lag Blow, 6.3A, 250VAC, 125VDC, 1000A (IR), Inline/holder",Slow Blow,RATED BREAKING CAPACITY AT 125 VDC: 1000 A,Motor Circuit,MEDIUM TIME LAG,,20mm,5.2mm,6.3A,Ceramic,5 X 20mm,,159J,Low,250V,,1.7(Typ)W,Holder,INLINE/HOLDER,2.0,85Cel,-40Cel,5.2mm  x  20mm,5ms,5.2mm,20mm,1000A,6.3A,,250V,125V,indicator red slow blow movement 6 3a 250v holder plastic 5 x 20mm ceramic box electric indicator medium time lag blow 6 3a 250vac 125vdc 1000a ir inline holder motor circuit medium time lag ceramic 5 x 20mm
A104,Indicator Red Slow Blow Movement 0.08A 250V Holder Plastic 5 X 20mm Glass Box CCC/VDE/cULus Electric Indicator,Slow Blow,,Primary Protection In Equipment,,,,,0.08A,Glass,5 X 20mm,e2,,Low,250V,,1.6W,Holder,,2.0,,,,,5.2mm,20mm,,,,,,indicator red slow blow movement 0 08a 250v holder plastic 5 x 20mm glass box ccc vde culus electric indicator primary protection in equipment glass 5 x 20mm
A105,"Red Indicator, 5 X 20 mm, Time-Lag T, L, 250 VAC Electric Indicator",,,,,,,,,,,e2,,Low,,,,Holder,,2.0,,,,,5.2mm,20mm,,,,,,red indicator 5 x 20 mm time lag t l 250 vac electric indicator 
A106,Indicator Red Slow Blow Movement 1A 250V Holder Plastic 5 X 20mm Glass Box CCC/PSE/VDE/cULus Electric Indicator,Slow Blow,,Primary Protection In Equipment,,,,,1A,Glass,5 X 20mm,,,Low,250V,,1.6W,Holder,,2.0,,,,,5.2mm,20mm,,,,,,indicator red slow blow movement 1a 250v holder plastic 5 x 20mm glass box ccc pse vde culus electric indicator primary protection in equipment glass 5 x 20mm
